word,cefrj_cefr,ox5k_cefr,cefrj_pos,ox5k_pos
oral,B1,C1,noun,adjective
orange,A1,A1,noun,"adjective, noun"
order,A2,A1,verb,"noun, verb"
original,B2,A2,noun,"adjective, noun"
other,A2,A1,pronoun,"adjective, pronoun"
out,A1,A1,adverb,"adverb, preposition"
outline,B1,B2,verb,"noun, verb"
outrage,B2,C1,noun,"noun, verb"
outside,A2,A2,preposition,"adjective, adverb, noun, preposition"
over,A1,A1,preposition,"adverb, preposition"
overall,B2,B2,adverb,"adjective, adverb"
overseas,A2,B2,adverb,"adjective, adverb"
own,B1,A1,verb,"adjective, pronoun, verb"
pace,B1,B2,noun,"noun, verb"
pack,A2,B1,verb,"noun, verb"
package,B1,B1,noun,"noun, verb"
paint,A1,A1,verb,"noun, verb"
panic,B2,B2,verb,noun
park,A2,A1,verb,"noun, verb"
part,B2,A1,verb,noun
part-time,B1,B2,adverb,adjective
pass,A2,B1,verb,"noun, verb"
past,A1,A1,preposition,"adjective, adverb, noun, preposition"
patient,A2,B2,noun,"adjective, noun"
patrol,B1,C1,noun,"noun, verb"
pause,B1,B2,verb,"noun, verb"
pay,A1,A2,verb,"noun, verb"
permit,B1,B2,verb,"noun, verb"
phone,A1,A1,verb,"noun, verb"
photograph,B2,A1,verb,"noun, verb"
pick,A1,B2,verb,"noun, verb"
picture,B2,A1,verb,"noun, verb"
pile,A2,B2,noun,"noun, verb"
pin,B1,B1,verb,"noun, verb"
pink,A2,A1,noun,"adjective, noun"
pitch,B2,B2,verb,noun
place,B1,A1,verb,"noun, verb"
plan,B1,A1,verb,"noun, verb"
plant,B1,A1,verb,"noun, verb"
plastic,B1,A2,noun,"adjective, noun"
play,A1,A1,verb,"noun, verb"
please,B1,A1,verb,"exclamation, verb"
plot,B2,B1,noun,"noun, verb"
plug,B2,C1,verb,"noun, verb"
plus,A2,B2,preposition,"adjective, conjunction, noun, preposition"
point,A2,A1,verb,"noun, verb"
poison,B2,B1,verb,"noun, verb"
pop,B2,A2,verb,"adjective, noun, verb"
pose,B2,B2,noun,verb
position,A2,A2,noun,"noun, verb"
positive,B1,A1,adjective,"adjective, noun"
post,A2,A1,verb,"noun, verb"
potential,B1,B2,noun,"adjective, noun"
pound,B2,A1,verb,noun
powder,B2,B1,verb,noun
power,A2,A2,noun,"noun, verb"
praise,B2,B2,verb,"noun, verb"
present,B2,A1,verb,"adjective, noun, verb"
press,B1,B1,verb,"noun, verb"
pretty,A2,A1,adverb,"adjective, adverb"
price,B2,A1,verb,"noun, verb"
principal,B2,B2,noun,"adjective, noun"
print,A2,B2,verb,"noun, verb"
probe,B2,C1,noun,"noun, verb"
process,B2,A2,verb,"noun, verb"
produce,A2,B2,verb,"noun, verb"
professional,B2,A2,noun,"adjective, noun"
progress,B2,A2,verb,"noun, verb"
project,B2,A1,verb,"noun, verb"
promise,B1,A2,verb,"noun, verb"
protest,B2,B1,verb,"noun, verb"
public,A2,A2,noun,"adjective, noun"
pull,A2,B1,verb,"noun, verb"
pump,B1,C1,noun,"noun, verb"
punch,B2,C1,verb,"noun, verb"
purchase,B2,B2,verb,"noun, verb"
purple,A1,A1,noun,"adjective, noun"
push,A1,B1,verb,"noun, verb"
question,B2,A1,verb,"noun, verb"
queue,B2,B1,verb,"noun, verb"
quiet,B2,A1,noun,adjective
quote,B2,B1,verb,"noun, verb"
race,B1,A2,verb,"noun, verb"
racist,B2,B2,noun,"adjective, noun"
radical,B2,C1,noun,adjective
rain,A1,A1,verb,"noun, verb"
rally,B2,C1,noun,"noun, verb"
range,B2,B1,verb,"noun, verb"
rank,B1,B2,noun,"noun, verb"
rape,B2,C1,verb,"noun, verb"
rate,B2,A2,verb,"noun, verb"
reach,A2,B2,verb,"noun, verb"
real,A1,A1,adverb,adjective
rear,B2,C1,adjective,"adjective, noun"
rebel,B2,C1,verb,noun
record,A2,A2,verb,"noun, verb"
recruit,B2,B2,verb,"noun, verb"
red,A2,A1,noun,"adjective, noun"
reform,B2,C1,noun,"noun, verb"
regard,B1,B2,verb,"noun, verb"
register,B1,B2,verb,"noun, verb"
regret,A2,B2,verb,"noun, verb"
relative,B1,B1,noun,"adjective, noun"
release,B1,B1,verb,"noun, verb"
remark,B1,B2,verb,"noun, verb"
rent,A2,B1,verb,"noun, verb"
repair,A2,B1,verb,"noun, verb"
repeat,A1,B1,verb,"noun, verb"
reply,B1,A2,verb,"noun, verb"
report,B1,A1,verb,"noun, verb"
representative,B1,B2,noun,"adjective, noun"
request,B1,A2,verb,"noun, verb"
rescue,B1,B2,verb,"noun, verb"
research,B2,A2,verb,"noun, verb"
reserve,B1,B2,verb,"noun, verb"
resident,B2,B2,noun,"adjective, noun"
respect,B1,B1,verb,"noun, verb"
rest,B1,A2,verb,"noun, verb"
result,B1,A1,verb,"noun, verb"
retreat,B2,C1,verb,"noun, verb"
return,A2,A1,verb,"noun, verb"
reverse,B2,C1,verb,"adjective, noun, verb"
review,B2,A2,verb,"noun, verb"
reward,B2,B2,verb,"noun, verb"
ride,A1,A2,verb,"noun, verb"
right,A2,A1,noun,"adjective, adverb, noun"
ring,A1,A2,verb,"noun, verb"
rise,B1,B1,verb,"noun, verb"
risk,B2,B1,verb,"noun, verb"
rival,B2,B2,noun,"adjective, noun"
rock,B2,A2,verb,"noun, verb"
roll,B2,B1,verb,"noun, verb"
room,B1,A1,verb,noun
round,B2,A2,verb,"adjective, adverb, noun, preposition"
routine,B1,B2,noun,"adjective, noun"
row,B2,B1,verb,noun
rubber,B1,B2,noun,"adjective, noun"
ruin,A2,B2,verb,"noun, verb"
rule,B2,A1,verb,"noun, verb"
run,A1,A2,verb,"noun, verb"
rush,B1,B2,verb,"noun, verb"
sail,B2,B1,verb,"noun, verb"
same,A1,A1,pronoun,"adjective, adverb, pronoun"
sample,A2,B1,noun,"noun, verb"
say,A1,C1,verb,"noun, verb"
scare,B1,B2,verb,"noun, verb"
schedule,B2,A2,verb,"noun, verb"
score,B1,A2,verb,"noun, verb"
scratch,B2,B2,verb,"noun, verb"
scream,B1,B2,verb,"noun, verb"
screen,B2,A2,verb,"noun, verb"
screw,B2,C1,verb,"noun, verb"
seal,B2,C1,noun,"noun, verb"
search,B1,A2,verb,"noun, verb"
seat,A1,A2,noun,"noun, verb"
second,A2,A2,pronoun,"adverb, determiner, noun, ordinal number"
secret,A2,A2,noun,"adjective, noun"
secure,B1,B2,adjective,"adjective, verb"
seem,A2,A2,verb,linking verb
senior,A2,B2,noun,adjective
sense,B2,A2,verb,"noun, verb"
sentence,B2,A1,verb,"noun, verb"
separate,B2,A2,verb,"adjective, verb"
service,B1,A2,verb,noun
set,A1,B1,verb,"noun, verb"
several,A2,A2,pronoun,"determiner, pronoun"
shadow,B1,B2,verb,noun
shake,B1,B1,verb,"noun, verb"
shall,A2,A2,modal auxiliary,modal verb
shape,B1,A2,verb,"noun, verb"
share,A1,B1,verb,"noun, verb"
sharp,B2,B1,adverb,adjective
shed,B2,C1,noun,verb
shell,B2,B1,verb,noun
shelter,B1,B2,noun,"noun, verb"
shift,B1,B1,verb,"noun, verb"
ship,B1,A2,verb,"noun, verb"
shock,B2,B2,verb,"noun, verb"
shoot,A2,C1,verb,"noun, verb"
shop,B1,A1,verb,"noun, verb"
short,A1,A1,adverb,adjective
should,A1,A1,modal auxiliary,modal verb
shout,B1,A2,verb,"noun, verb"
show,A1,A1,verb,"noun, verb"
shower,B2,A1,verb,noun
shut,A2,A2,verb,"adjective, verb"
sigh,B2,C1,verb,"noun, verb"
sign,B1,A2,verb,"noun, verb"
signal,B1,B1,noun,"noun, verb"
silver,A2,A2,noun,"adjective, noun"
since,A2,B1,preposition,"adverb, conjunction, preposition"
single,B1,A2,noun,"adjective, noun"
sketch,B2,C1,verb,noun
ski,B1,A2,verb,"adjective, noun, verb"
slash,B2,C1,noun,verb
sleep,A1,A2,verb,"noun, verb"
slice,B2,B1,verb,"noun, verb"
slide,B2,B2,verb,"noun, verb"
slight,B1,B2,noun,adjective
slope,B1,B2,noun,"noun, verb"
slow,B1,A1,verb,"adjective, verb"
smell,B1,A2,verb,"noun, verb"
smile,B1,A2,verb,"noun, verb"
smoke,A2,A2,verb,"noun, verb"
snow,A2,A1,verb,"noun, verb"
so,A1,A1,conjunction,"adverb, conjunction"
soil,B1,B1,verb,noun
solid,B1,B1,adjective,"adjective, noun"
solo,B2,C1,noun,"adjective, noun"
some,A1,A1,pronoun,"determiner, pronoun"
somewhere,A2,A2,adverb,"adverb, pronoun"
sorry,A1,A1,adjective,"adjective, exclamation"
sort,B2,A2,verb,"noun, verb"
sound,A2,C1,verb,"adjective, noun, verb"
south,A2,A1,noun,"adjective, adverb, noun"
span,B2,C1,verb,"noun, verb"
spare,B2,B2,verb,"adjective, verb"
spark,B2,C1,noun,verb
specialist,B1,B2,noun,"adjective, noun"
speed,B1,A2,verb,"noun, verb"
spell,A2,C1,verb,"noun, verb"
spin,B2,C1,verb,"noun, verb"
split,B2,B2,verb,"noun, verb"
sponsor,B2,B2,verb,"noun, verb"
spot,B2,B1,verb,"noun, verb"
spread,B2,B2,verb,"noun, verb"
spring,A1,A1,noun,"noun, verb"
spy,A1,C1,noun,"noun, verb"
square,A2,A2,noun,"adjective, noun"
stage,A1,A2,noun,"noun, verb"
stamp,B2,A2,verb,noun
stand,A2,B2,verb,"noun, verb"
standard,B1,B1,noun,"adjective, noun"
star,B1,A1,verb,"noun, verb"
start,A1,A2,verb,"noun, verb"
state,B2,B1,verb,"adjective, noun, verb"
stay,A1,A2,verb,"noun, verb"
stem,B1,C1,verb,"noun, verb"
step,A1,A2,verb,"noun, verb"
stick,B1,B1,verb,"noun, verb"
still,A2,B1,adverb,"adjective, adverb"
stop,A1,A1,verb,"noun, verb"
store,B2,A2,verb,"noun, verb"
straight,A1,A2,adverb,"adjective, adverb"
strain,B2,C1,verb,noun
stream,B1,B2,verb,noun
stress,B2,A2,verb,"noun, verb"
stretch,B1,B2,verb,"noun, verb"
strike,B1,B2,verb,"noun, verb"
strip,B2,C1,verb,"noun, verb"
stroke,B2,B2,verb,noun
structure,A2,A2,noun,"noun, verb"
struggle,B2,B2,verb,"noun, verb"
study,A1,A1,verb,"noun, verb"
stuff,B2,B1,verb,"noun, verb"
subject,A1,B2,noun,"adjective, noun"
substitute,B2,C1,verb,"noun, verb"
such,A2,A2,pronoun,"determiner, pronoun"
suit,A2,A2,verb,"noun, verb"
sum,A1,B2,noun,"noun, verb"
supplement,B2,C1,noun,"noun, verb"
supply,B2,B1,verb,"noun, verb"
support,B1,A2,verb,"noun, verb"
sure,A2,A1,adverb,"adjective, adverb"
surge,B2,C1,noun,"noun, verb"
surprise,B1,A2,verb,"noun, verb"
survey,A1,A2,noun,"noun, verb"
suspect,B2,B2,verb,"noun, verb"
sweet,A2,A2,noun,"adjective, noun"
swim,A1,B1,verb,"noun, verb"
swing,B2,C1,verb,"noun, verb"
switch,B1,B2,verb,"noun, verb"
tackle,B2,C1,verb,"noun, verb"
tag,B2,B2,noun,"noun, verb"
talk,A1,A2,verb,"noun, verb"
tap,B2,B2,verb,"noun, verb"
tape,B1,B1,verb,noun
target,A2,A2,noun,"noun, verb"
taste,B1,A2,verb,"noun, verb"
tax,B1,B1,noun,"noun, verb"
tear,B1,B2,verb,"noun, verb"
telephone,A2,A1,verb,"noun, verb"
term,B1,A2,noun,"noun, verb"
terminal,B1,C1,noun,"adjective, noun"
test,B2,A1,verb,"noun, verb"
text,A2,A1,verb,"noun, verb"
than,A1,A1,preposition,"conjunction, preposition"
thanks,A1,A1,noun,"exclamation, noun"
that,A1,B1,pronoun,"adverb, conjunction, determiner, pronoun"
the,A1,A1,determiner,definite article
third,A2,A2,adjective,"noun, ordinal number"
this,A1,B1,pronoun,"adverb, determiner, pronoun"
though,A2,B1,conjunction,"adverb, conjunction"
through,A1,A1,preposition,"adverb, preposition"
throughout,B1,B1,preposition,"adverb, preposition"
tidy,A2,A2,verb,"adjective, verb"
tie,B1,A2,verb,"noun, verb"
tight,B2,B1,adverb,adjective
till,A2,B1,preposition,"conjunction, preposition"
time,B2,A1,verb,"noun, verb"
tip,B2,A2,verb,"noun, verb"
title,A2,A1,noun,"noun, verb"
to,A1,A1,preposition,"infinitive marker, preposition"
today,A1,A1,noun,"adverb, noun"
tomorrow,A1,A1,noun,"adverb, noun"
tonight,A2,A1,noun,"adverb, noun"
top,A1,A2,noun,"adjective, noun, verb"
torture,B2,C1,verb,"noun, verb"
total,B1,B1,noun,"adjective, noun, verb"
touch,B1,B1,verb,"noun, verb"
tour,B1,A2,verb,"noun, verb"
toy,A1,A2,noun,"adjective, noun"
trace,B2,C1,verb,"noun, verb"
track,B2,A2,verb,"noun, verb"
trade,B2,B1,verb,"noun, verb"
trail,B2,C1,verb,"noun, verb"
train,A2,A1,verb,"noun, verb"
transfer,B1,B2,verb,"noun, verb"
transport,B2,A2,verb,"noun, verb"
trap,A2,B2,noun,"noun, verb"
travel,A1,A1,verb,"noun, verb"
trick,B2,B1,verb,"noun, verb"
trigger,B1,C1,noun,"noun, verb"
trip,B2,A1,verb,"noun, verb"
trouble,B1,A2,verb,"noun, verb"
trust,A2,B2,verb,"noun, verb"
try,A2,B2,verb,"noun, verb"
turn,A1,A1,verb,"noun, verb"
twin,B1,A2,noun,"adjective, noun"
twist,B1,C1,verb,"noun, verb"
type,B1,A1,verb,"noun, verb"
under,A1,A1,preposition,"adverb, preposition"
underground,B2,A2,adverb,"adjective, adverb"
until,A1,A1,preposition,"conjunction, preposition"
up,A1,A1,preposition,"adverb, preposition"
update,B1,B1,verb,"noun, verb"
upgrade,B2,C1,verb,"noun, verb"
upset,B2,B1,verb,"adjective, verb"
upstairs,B1,A2,noun,"adjective, adverb"
use,A1,A2,verb,"noun, verb"
used to,B1,A2,modal auxiliary,modal verb
value,B2,B1,verb,"noun, verb"
venture,B2,C1,noun,"noun, verb"
verse,B2,C1,verb,noun
very,A1,B2,adverb,"adjective, adverb"
vice,B1,C1,adjective,noun
view,B1,A2,verb,"noun, verb"
visit,A1,A1,verb,"noun, verb"
volunteer,B1,B1,verb,"noun, verb"
vote,B1,B1,verb,"noun, verb"
vow,B2,C1,noun,verb
wait,A1,A2,verb,"noun, verb"
walk,A1,A1,verb,"noun, verb"
warm,B1,A1,verb,"adjective, verb"
wash,A1,A2,verb,"noun, verb"
waste,B1,B1,verb,"adjective, noun, verb"
watch,A1,A1,verb,"noun, verb"
water,B2,A1,verb,"noun, verb"
wave,B1,A2,verb,"noun, verb"
way,A1,B2,noun,"adverb, noun"
weave,B2,C1,noun,verb
weekly,A2,B2,adverb,adjective
welcome,A1,A1,verb,"adjective, exclamation, noun, verb"
well,A1,A1,adverb,"adjective, adverb, exclamation, noun"
west,A2,A1,noun,"adjective, adverb, noun"
what,A1,A1,pronoun,"determiner, pronoun"
whatever,B1,C1,pronoun,"adverb, determiner, pronoun"
when,A1,A1,conjunction,"adverb, conjunction, pronoun"
where,A1,A1,conjunction,"adverb, conjunction"
which,A1,A1,pronoun,"determiner, pronoun"
while,B1,A2,noun,"conjunction, noun"
whisper,B2,B2,verb,"noun, verb"
white,A1,A1,noun,"adjective, noun"
whole,B1,A2,noun,"adjective, noun"
whose,A1,A2,pronoun,"determiner, pronoun"
wide,A2,A2,adverb,adjective
will,B2,B1,noun,"noun, modal verb"
win,A1,B1,verb,"noun, verb"
wind,B2,A2,verb,"noun, verb"
wire,B2,B2,verb,noun
wish,A2,A2,verb,"noun, verb"
witness,B1,B2,verb,"noun, verb"
wonder,A2,B1,verb,"noun, verb"
work,A1,A1,verb,"noun, verb"
worldwide,A2,B1,adverb,"adjective, adverb"
worry,A2,B1,verb,"noun, verb"
worse,B2,A2,noun,"adjective, adverb, noun"
worship,B2,C1,noun,"noun, verb"
worst,B1,A2,noun,"adjective, adverb, noun"
worth,B1,B1,adjective,"adjective, noun"
would,A1,A1,modal auxiliary,modal verb
wound,B2,B2,verb,"noun, verb"
wrong,A2,A1,adverb,"adjective, adverb, noun"
yeah,A2,A1,adverb,exclamation
yellow,A1,A1,noun,"adjective, noun"
yes,A1,A1,adverb,exclamation
yesterday,A1,A1,adverb,"adverb, noun"
yet,B1,A2,conjunction,"adverb, conjunction"
yield,B2,C1,verb,"noun, verb"
young,A1,A1,adjective,"adjective, noun"
